Letter Date,Issue Date,Company,URL,Issuing Office,Snippet
12/07/2021,11/09/2021,"Synaptent, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/synaptent-llc-610683-11092021,Office of Human and Animal Food Operations-East 6,"… section 301(a) of the Act [21 U.S.C. 331(a)]. Misbranded Dietary Supplements Your Baicalin, Curcumin, DHM, and Milk …"
12/07/2021,12/01/2021,"NV Nutrition, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nv-nutrition-llc-617979-12012021,Center for Drug Evaluation and Research | CDER,"… vaporizer products and nutriair diffuser products as dietary supplements. For example, the labeling for your … in your nutriair and nutrovape product lines include Supplement Facts panels. However, the products’ labeling also … intended for inhalation. The FD&C Act defines the term “dietary supplement” in section 201(ff)(2)(A)(i), 21 U.S.C. …"
12/07/2021,12/01/2021,"Eagle Energy USA, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/eagle-energy-usa-inc-617712-12012021,Center for Drug Evaluation and Research | CDER,"… You appear to be marketing your Caffeine Pen products as dietary supplements. For example, your website and product … describe your Caffeine Pen products as “natural energy supplement[s].” However, your products’ labeling states that … caffeine alternative.” The FD&C Act defines the term “dietary supplement” in section 201(ff)(2)(A)(i), 21 U.S.C. …"
11/02/2021,10/21/2021,Dominant Nutrition LLC formerly 8 Weeks Out Labs,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dominant-nutrition-llc-formerly-8-weeks-out-labs-613688-10212021,Office of Human and Animal Foods West,… links on FDA’s home page at www.fda.gov. Adulterated Dietary Supplement Labeling on your website at … that you offer for sale your product LipogenX as a dietary supplement and that the product’s Supplement Facts …
10/26/2021,10/13/2021,Organa International Corp.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/organa-international-corp-613018-10132021,Office of Human and Animal Food Operations Division West 4,"… violates section 301(a) of the Act [21 U.S.C. 331(a)]. Dietary Supplement Misbranding Charges Even if your Copper, Rhodium, … the labels fail to identify your products using the term “dietary supplement” in accordance with 21 CFR 101.3(g), which …"
10/26/2021,10/14/2021,"New Green Nutrition, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/new-green-nutrition-inc-615846-10142021,Center for Drug Evaluation and Research | CDER,… description from your website www.newgreenusa.com: “A dietary supplement that helps . . . reducing the content of the blood …
10/19/2021,10/08/2021,"AriBio H&B Co., Ltd.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/aribio-hb-co-ltd-613107-10082021,Center for Drug Evaluation and Research | CDER,"… The label includes the claims, “REDLAB Korea NO1 Dietary Supplement” and “H&B aribio Korea NO1 Dietary Supplement,” which imply that this product is a …"
10/12/2021,09/30/2021,"RAAS Nutritionals, LLC/Rare Antibody Antigen Supply, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/raas-nutritionals-llcrare-antibody-antigen-supply-inc-616560-09302021,Center for Drug Evaluation and Research | CDER,"… investigations because the articles under study are dietary supplements and not drugs. To support this argument, … market, the products could continue their designation as dietary supplements. RAAS also asserted that it took steps to … Whether an investigational article is a drug or a dietary supplement depends on the intent of the investigation. Based …"
10/05/2021,09/20/2021,"ICA Health, LLC/Future Formulations, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ica-health-llcfuture-formulations-llc-614383-09202021,Office of Human and Animal Foods Operations – Division West 4,… Dr. Wilson’s Original Formulations brand is a line of dietary supplements for stress formulated by Dr. James L. …
09/28/2021,09/22/2021,Supplement Science Corp. d/b/a Condemned Labz,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/supplement-science-corp-dba-condemned-labz-613165-09222021,Office of Human and Animal Food Operations East – Division 1,… Supplement Science Corp. d/b/a Condemned Labz … WARNING … section 301(a) of the Act [21 U.S.C. 331(a)]. Adulterated Dietary Supplements Your products Arsyn and ConvictStim are labeled as dietary supplements. Even if your products Arsyn and …
09/28/2021,09/10/2021,"Holographic Health, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/holographic-health-inc-613874-09102021,Division of Human and Animal Food Operations East V,"… that you intend to market your “Pink Lady” product as a dietary supplement. For example, “Pink Lady” is labeled with a … topical use. “Pink Lady” does not meet the definition of a dietary supplement under section 201(ff)(2)(A)(i) of the FD&C …"
09/21/2021,08/26/2021,"Fibromyalgia Treatment Group - FTG, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/fibromyalgia-treatment-group-614183-ftg-llc,Division of Human and Animal Food Operations West VI,"… facility is FDA approved. . ..” FDA does not approve dietary supplement manufacturing facilities. Therefore, this …"
09/14/2021,09/07/2021,"McDaniel Water, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mcdaniel-water-llc-616186-09072021,Center for Drug Evaluation and Research | CDER,… New Drug Violations You market “Black Indian Salve” as a dietary supplement with directions for both topical application and … “Black Indian Salve” does not meet the definition of a dietary supplement under section 201(ff) of the FD&C Act. …
09/14/2021,08/31/2021,New York Nutrition Company / American Metabolix,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/new-york-nutrition-company-american-metabolix-611994-08312021,Division of Human and Animal Food Operations West III,"… in your Ketogenic Diet Aid product] . . . boosting dietary zinc may benefit . . . obese individuals.” … section 301(a) of the Act [21 U.S.C. 331(a)]. Adulterated Dietary Supplements Your Exile Super Shock, Havok Hardcore … sale on your website, http://americanmetabolix.com. The Supplement Facts label for each of these products lists …"
09/09/2021,09/07/2021,"Holistic Healer & Wellness Center, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/holistic-healer-wellness-center-inc-614538-09072021,Center for Food Safety and Applied Nutrition (CFSAN),… that you take orders there for your Diabalance Diabetes Supplement product. You are also advised that the Federal … intended for use as a drug include: • “Diabalance Diabetes Supplement” (Product name) • “The key ingredients are a … Nutrition (CFSAN) … Unapproved New Drugs/Misbranded … Dietary Supplements …
09/09/2021,09/07/2021,Pharmaganics LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/pharmaganics-llc-614576-09072021,Center for Food Safety and Applied Nutrition (CFSAN),… diabetes naturally with the help of Blood Sugar 24 hour Supplement by Diabetes Doctor. Help maintain healthy blood … Nutrition (CFSAN) … Unapproved New Drugs/Misbranded … Dietary Supplements …
09/09/2021,09/07/2021,Live Good Inc.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/live-good-inc-614575-09072021,Center for Food Safety and Applied Nutrition (CFSAN),"… improved blood pressure” • “Berry Gen Sugar Support is a supplement based on Hydrolyzed Collagen, Milk Thistle, Bitter … Nutrition (CFSAN) … Unapproved New Drugs/Misbranded … Dietary Supplements …"
09/09/2021,09/07/2021,"Radhanite, LLC d/b/a Curalife Ltd",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/radhanite-llc-dba-curalife-ltd-614542-09072021,Center for Food Safety and Applied Nutrition (CFSAN),… your social media Facebook page: • “The right nutritional supplement for the specific condition can provide a … Nutrition (CFSAN) … Unapproved New Drugs/Misbranded … Dietary Supplements …
09/09/2021,09/07/2021,Phytag Labs,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/phytag-labs-614514-09072021,Center for Food Safety and Applied Nutrition (CFSAN),"… is breakthrough, all natural blood sugar control support supplement that’s not just helping support the fight against … page for GLUCOTYPE2: • “GlucoType 2 Blood Sugar Metabolism Supplement Stabilizer… Type 2 Diabetes Optimizer…” • “Bitter … Nutrition (CFSAN) … Unapproved New Drugs/Misbranded … Dietary Supplements …"
09/09/2021,09/07/2021,Metamune Inc,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/metamune-inc-614543-09072021,Center for Food Safety and Applied Nutrition (CFSAN),"… and pre‐Diabetes. . .” • “Effective Prediabetes Diabetic Supplement” • “SAFE, SYNERGISTIC DIABETES SUPPORT SUPPLEMENT ‐ Our unique blend of Organic Herb Extracts, … Nutrition (CFSAN) … Unapproved New Drugs/Misbranded … Dietary Supplements …"
09/09/2021,09/07/2021,Ar-Rahman Pharm LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ar-rahman-pharm-llc-614578-09072021,Center for Food Safety and Applied Nutrition (CFSAN),… Nutrition (CFSAN) … Unapproved New Drugs/Misbranded … Dietary Supplements …
09/09/2021,09/07/2021,Nuturna International LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nuturna-international-llc-614577-09072021,Center for Food Safety and Applied Nutrition (CFSAN),… levels …” • “I have been taking Nuturna Diabetic Support Supplement for more than 4 years. It has kept my blood sugar … effect of a Powerful- Strength multivitamin and mineral supplement on infections and well-being in type 2 diabetics. … Nutrition (CFSAN) … Unapproved New Drugs/Misbranded … Dietary Supplements …
09/09/2021,09/07/2021,"Aceva, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/aceva-llc-614539-09072021,Center for Food Safety and Applied Nutrition (CFSAN),… Nutrition (CFSAN) … Unapproved New Drugs/Misbranded … Dietary Supplements …
09/09/2021,09/07/2021,"Lysulin, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/lysulin-inc-614517-09072021,Center for Food Safety and Applied Nutrition (CFSAN),… glucose and HbA1c levels.” • “Lysulin is an all natural supplement to lower blood sugar” • “CLINICALLY TESTED: “… … Nutrition (CFSAN) … Unapproved New Drugs/Misbranded … Dietary Supplements …
09/07/2021,08/06/2021,Genesis Nutrition Ultra Slim dba Genesis Ultra Slim,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/genesis-nutrition-ultra-slim-dba-genesis-ultra-slim-616040-08062021,"Office of Pharmaceutical Quality Operations, Division II","… New Drug You market ""Genesis Ultra Slim Gold"" as a dietary supplement. However, under section 201(ff)(3)(B)(ii) of the FD&C Act, 21 U.S.C. 321(ff)(3)(B)(ii), a dietary supplement may not include an article authorized for …"
08/24/2021,08/11/2021,Je Dois Lavoir LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/je-dois-lavoir-llc-616016-08112021,Division of Pharmaceutical Quality Operations IV,"… New Drug You market “365 Skinny High Intensity” as a dietary supplement. However, under section 201(ff)(3)(B)(ii) of the FD&C Act, 21 U.S.C. 321(ff)(3)(B)(ii), a dietary supplement may not include an article authorized for …"
08/17/2021,07/29/2021,1st Phorm LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/1st-phorm-llc-613715-07292021,Office of Human and Animal Food West Division II,"… section 301(a) of the Act [21 U.S.C. 331(a)]. Adulterated Dietary Supplements Your MegaWatt V2, Thyro-Drive, 1-Db … of section 413(a) of the Act [21 U.S.C. § 350b(a)]. The Supplement Facts labels for each of these products declares hordenine as a dietary ingredient. Hordenine is a “dietary ingredient” under …"
08/10/2021,07/20/2021,Chill6,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/chill6-611422-07202021,Office of Human and Animal Food Operations East – Division 1,"… 201(s) of the Act [21 U.S.C § 321(s)] does not include dietary ingredients used in dietary supplements as defined in section 201(ff)(1) of the … apply here for two reasons: first, Chill6 is not a dietary supplement; second, phenibut HCl is neither a dietary …"
07/29/2021,07/22/2021,"MB Solutions, LLC/BioSpectrum CBD",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mb-solutions-llcbiospectrum-cbd-610649-07222021,Center for Drug Evaluation and Research,"… or the Meat Inspection Act), (5) new animal drugs, and (6) dietary ingredients in or intended for use in a dietary supplement. 15 Under section 201(s)(5) of the FD&C Act (21 …"
06/22/2021,05/18/2021,Umbrella,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/umbrella-612037-05182021,Division of Pharmaceutical Quality Operations IV,"… on the website https://alphamaleplus.us, is labeled as a dietary supplement. However, under section 201(ff)(3)(B)(i) of the FD&C Act [21 U.S.C. § 321(ff)(3)(B)(i)], a dietary supplement may not include an article that is …"
06/22/2021,04/21/2021,DRF LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/drf-llc-612282-04212021,Office of Human and Animal Foods Operations- West Division,"… mesothelioma, pancreatic, and leukemia cells.”  “High dietary Vitamin C has been reported to reduce gastric cancer risk.”  “Higher dietary Vitamin C intake before breast cancer diagnosis … against breast cancer cells…Mg can be considered as a supplement agent in the treatment of breast cancer …"
06/01/2021,05/26/2021,Omega Wonders LLC.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/omega-wonders-llc-613279-05262021,Office of Human and Animal Food Operations East Division IV,… THE FIGHT AGAINST ATHEROSCLEROSIS” • “Breakthrough’ Health Supplement Targets Chronic Inflammation and C-Reactive … of Human and Animal Food Operations East Division IV … Dietary Supplement/New Drug/Misbranded … Dietary Supplements …
05/26/2021,05/20/2021,EU Natural Inc.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/eu-natural-inc-605871-05202021,Center for Food Safety and Applied Nutrition,"… Female Fertility Prenatal”] . . . When taken as a supplement, it can absolutely combat infertility issues. One … Food Safety and Applied Nutrition … New Drug/Misbranded … Dietary Supplements …"
05/26/2021,05/20/2021,"NS Products, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ns-products-inc-605706-05202021,Center for Food Safety and Applied Nutrition,… Food Safety and Applied Nutrition … New Drug/Misbranded … Dietary Supplements …
05/26/2021,05/20/2021,Sal Nature LLC/FertilHerb,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sal-nature-llcfertilherb-605597-05202021,Center for Food Safety and Applied Nutrition,… can hinder fertility greatly.” Article titled “Fertility Supplement Myo-inositol aka Inositol”: • “A case study was … Food Safety and Applied Nutrition … New Drug/Misbranded … Dietary Supplements …
05/26/2021,05/20/2021,Fertility Nutraceuticals LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/fertility-nutraceuticals-llc-605595-05202021,Center for Food Safety and Applied Nutrition,… On the website www.fertilitysupplementstore.com: On the “Supplement Guide” page: • “FERTINATAL® DHEA For Women is … • “[C]omprehensive Inflammation-Modulating Nutritional Supplement for Fertility” • “Since excessive inflammation is … Food Safety and Applied Nutrition … New Drug/Misbranded … Dietary Supplements …
05/18/2021,05/05/2021,"Bio-Botanica, Inc./Nature’s Answer, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bio-botanica-incnatures-answer-inc-613479-05052021,Office of Human and Animal Food Operations East – Division 1,"… concerns your product Coral Calcium, which is labeled as a dietary supplement. Your product labeling declares cesium chloride as a dietary ingredient in Coral Calcium. The term “dietary …"
05/04/2021,04/07/2021,Unived Inc,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/unived-inc-611569-04072021,Office of Human and Animal Food Operations- West Division 5,"… bone related disorders.” • “Being a balanced bone health supplement, CalDveg not only prevents bone related disorders … bones. That is why Unived’s CalDveg is the best calcium supplement for you.” Unived B12+D3 Unived Webpage … Food Operations- West Division 5 … New Drug/Misbranded … Dietary Supplements …"
05/04/2021,03/30/2021,"Immune & Genetics Protocols, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/immune-genetics-protocols-llc-611042-03302021,"Office of Human and Animal Food Operations, East Division IV",… Department of Agriculture (USDA) does not approve drugs or dietary supplements. We do not have any records that your … Immune Bio Green Cell product appears to be labeled as a dietary supplement. Under section 201(ff) of the Act (21 U.S.C. § …
04/27/2021,04/20/2021,Proper Nutrition Inc.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/proper-nutrition-inc-612435-04202021,Human and Animal Food Division II East,"… “Proper Nutrition’s dietary supplements bring relief to patients suffering from a … (blister pack and bottle), and SeaVive for Immune Support supplement products are not generally recognized as safe and … (blister pack and bottle) and SeaVive for Immune Support supplement products are intended for treatment of one or more …"
03/30/2021,03/16/2021,"Anna Health, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/anna-health-llc-613294-03162021,Division of Human and Animal Food Operations East IV,… Fucoidan product: “Fucoidan is a powerful anticancerous supplement from the Sea.” “Fucoidan…triggers the natural … and Animal Food Operations East IV … New Drug/Misbranded … Dietary Supplements … Drugs …
03/30/2021,03/16/2021,"Duoc Thao Tre Xanh, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/duoc-thao-tre-xanh-llc-611685-03162021,Division of Human and Animal Food Operations East IV,"… AT ONCE” “Over 2,000 years of study, Lucid Ganoderma as a dietary supplement, is proven to be effective in treating many … in Cancer Treatment” “Fucoidan is a powerful anticancerous supplement from the Sea.” “Fucoidan…triggers the natural …"
03/30/2021,03/10/2021,Trippo International LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/trippo-international-llc-612586-03102021,Center for Food Safety and Applied Nutrition,"… product, which is labeled and offered for sale as a dietary supplement on your website … (the Act) [21 U.S.C. § 342(f)(1)(A)(i)] because it is a dietary supplement that presents a significant or …"
03/22/2021,03/18/2021,"BioLyte Laboratories, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/biolyte-laboratories-llc-603584-03182021,Division of Pharmaceutical Quality Operations III,"… finished pharmaceuticals and misbranding regulations for dietary supplements. See Title 21 Code of Federal Regulations … “ (b)(4) Silver Gel with Aloe,” “ (b)(4) Silver Liquid Supplement,” “ (b)(4) Therapeutic Pain Gel,” “ (b)(4) Pain … of the FD&C Act, 21 U.S.C. 352 and 331(a). Misbranded Dietary Supplements Your (b)(4) Silver Liquid Supplement …"
03/09/2021,03/01/2021,Cannafyl,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cannafyl-611957-03012021,Center for Drug Evaluation and Research,"… . Dietary Supplement Labeling Information on your website at … CBD Drops,” “Relief CBD Drops,” and “Relax CBD Drops” as dietary supplements. However, your products cannot be dietary … because they do not meet the definition of a dietary supplement under section 201(ff) of the FD&C Act, 21 U.S.C. …"
03/02/2021,02/16/2021,"KDunn and Associates, P.A. dba HealthQuilt",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/kdunn-and-associates-pa-dba-healthquilt-611864-02162021,Center for Drug Evaluation and Research | CDER,"… this study was to evaluate the use of (b)(4) as a dietary supplement only.” HealthQuilt also stated that, while it … FD&C Act [21 U.S.C. 321(g)]. Further, (b)(4) cannot be a dietary supplement because it does not meet the definition of …"
02/16/2021,02/11/2021,"Evolved Ayurvedic Discoveries, Inc./BioCBDPlus",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/evolved-ayurvedic-discoveries-incbiocbdplus-609772-02112021,Center for Drug Evaluation and Research | CDER,"… such as increased heart rate or elevated blood pressure. Dietary Supplement Labeling Your “BioCBD+ Total Body Care” product is labeled as a dietary supplement. However, it cannot be a dietary …"
02/09/2021,02/02/2021,"Clarke Pharmaceutical Manufacturing, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/clarke-pharmaceutical-manufacturing-inc-610642-02022021,Division of Human and Animal Food Operations West III,"… “Individuals with a suitable level of dietary vitamin D [an ingredient in your High Potency Vitamin D3 product], and those who supplement, are typically much better equipped to fight off … titled “Neupanex- Natural Supplement for TBI and Post Concussion Syndrome” 11:11-11:25: …"
02/02/2021,01/06/2021,"Entia Biosciences, Inc",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/entia-biosciences-inc-610493-01062021,Division of Human and Animal Food Operations West VI,"… orders there for the products Lion's Mane -All Natural Supplement, Antrodia Mushroom Powder, Maitake Mushroom … Mushroom Powder, and Cordyceps - All Natural Mushroom Dietary Supplement. The claims on these websites establish … from chemotherapy"" Cordyceps - All Natural Mushroom Dietary Supplement On your product page at …"
01/12/2021,12/22/2020,"Speedwinds Nutrition, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/speedwinds-nutrition-inc-609298-12222020,Division of Human and Animal Food Operations West VI,"… associated pain.” • “Synotrex is a scientifically designed supplement to repair injured or damaged joint tissue . . . … product] has also been sued [sic] as an anti-inflammatory supplement. It is known to be a pain relieving agent as well, … and Animal Food Operations West VI … New Drug/Misbranded … Dietary Supplements …"
01/12/2021,11/17/2020,Bonagens,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bonagens-609905-11172020,Division of Human and Animal Food Operations East III,… Animal Food Operations East III … New Drug/Misbranded … Dietary Supplements …
12/22/2020,12/22/2020,"G & L Wellness, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/g-l-wellness-llc-609572-12222020,Center for Drug Evaluation and Research | CDER,"… degenerative eye diseases . . . It is often used as a dietary supplement or as an ingredient incorporated into medications, …"
12/22/2020,12/22/2020,Bee Delightful,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bee-delightful-610689-12222020,Division of Human and Animal Food Operations West III,"… or the Meat Inspection Act), (5) new animal drugs, and (6) dietary ingredients in or intended for use in a dietary supplement. If a new animal drug is unsafe within the meaning …"
12/22/2020,12/22/2020,Wellness BioSciences Rx,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/wellness-biosciences-rx-609604-12222020,Center for Drug Evaluation and Research | CDER,"… or the Meat Inspection Act), (5) new animal drugs, and (6) dietary ingredients in or intended for use in a dietary supplement. … Center for Drug Evaluation and Research | CDER …"
12/22/2020,12/22/2020,"NextL3vel Services Group, LLC dba This Stuff Is Good For You",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nextl3vel-services-group-llc-dba-stuff-good-you-610446-12222020,Center for Drug Evaluation and Research | CDER,"… or the Meat Inspection Act), (5) new animal drugs, and (6) dietary ingredients in or intended for use in a dietary supplement. [5] Under section 201(s)(5) of the FD&C Act (21 …"
12/15/2020,10/29/2020,JC Ayur Life LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/jc-ayur-life-llc-609701-10292020,Division of Human and Animal Food Operations West V,"… the product “Heritage of Ayurveda Dia-Tonic Incudil Herbal Dietary Supplement”. We have also reviewed your social media website … “To control diabetes and its side effects Dia-Tonic Herbal Dietary Supplement” – side effects listed as stroke, …"
12/11/2020,12/02/2020,"Health & Wellness Center International One, L.L.C. dba Hotze Vitamins",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/health-wellness-center-international-one-llc-dba-hotze-vitamins-607276-12022020,Center for Food Safety and Applied Nutrition (CFSAN),"… D3 5,000–10,000 IU, zinc 30–60 mg and a potent probiotic supplement. All these nutrients enhance immune function and … Products Related to Coronavirus Disease 2019 (COVID-19) … Dietary Supplements …"
12/11/2020,12/02/2020,Heavenly Natural Products,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/heavenly-natural-products-607470-12022020,Center for Food Safety and Applied Nutrition (CFSAN),"… Silver as an #antiviral #antibacterial #immune support supplement... #coronavirus” [from a March 19, 2020 post on … Products Related to Coronavirus Disease 2019 (COVID-19) … Dietary Supplements … Drugs …"
12/01/2020,10/20/2020,"ForYou, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/foryou-inc-607305-10202020,Division of Human and Animal Food Operations East III,"… Packaging, Labeling, or Holding Operations for Dietary Supplements, found at Title 21, Code of Federal … Part 111 (21 CFR Part 111). These violations cause your dietary supplements to be adulterated within the meaning of … § 331(a)]. ADULTERATED DIETARY SUPPLEMENTS Your dietary supplement products are adulterated within the meaning of …"
11/03/2020,10/15/2020,LVWellness & Aesthetics,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/lvwellness-aesthetics-609821-10152020,Center for Devices and Radiological Health,"… website provides a dropdown menu that includes the option “SUPPLEMENT SHOP,” which includes the dropdown menu option … “FIGHT OFF VIRUSES” “VIRAFEND® - MULTI-VIRUS DEFENSE  SUPPLEMENT ViraFend is a daily dietary supplement that is a scientifically validated Virus …"
10/28/2020,10/23/2020,Peterson Research Laboratories LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/peterson-research-laboratories-llc-607439-10232020,Center for Food Safety and Applied Nutrition (CFSAN),… (Colloidal Silver) with ionic solubility technology is a dietary supplement that has ionic solubility that may supports the … such as pneumonia or bronchitis. Simple Silver is a dietary supplement that has ionic solubility that supports …
10/20/2020,10/09/2020,Prollergy Corporation/Ready Set Food,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/prollergy-corporationready-set-food-606913-10092020,Center for Food Safety and Applied Nutrition (CFSAN),"… 2020 where you take orders for the “Ready, Set, Food!” dietary supplement products. Based on our review, we have found … that the drug is safe and effective. Misbranded Dietary Supplement Even if your Ready Set Food brand …"
10/13/2020,10/09/2020,American Nutriceuticals LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/american-nutriceuticals-llc-608998-10092020,Center for Food Safety and Applied Nutrition (CFSAN),"… your product pH Balancer Plus, which is labeled as a dietary supplement.  Your product labeling declares cesium chloride as a dietary ingredient in pH Balancer Plus.     The term “dietary …"
10/13/2020,10/09/2020,"The Mineral Store, Inc./Elemental Research, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mineral-store-incelemental-research-inc-609178-10092020,Center for Food Safety and Applied Nutrition (CFSAN),"… concerns your product Cesium Plus, which is labeled as a dietary supplement. Your product labeling declares cesium chloride as a dietary ingredient in Cesium Plus. The term “dietary …"
10/13/2020,10/09/2020,Daily Manufacturing Company,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/daily-manufacturing-company-609000-10092020,Center for Food Safety and Applied Nutrition (CFSAN),"… your product Cal II Supreme, which is labeled as a dietary supplement. Your product labeling declares cesium chloride as a dietary ingredient in Cal II Supreme. The term “dietary …"
10/13/2020,10/09/2020,Complete H2O Minerals Corporation,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/complete-h2o-minerals-corporation-608999-10092020,Center for Food Safety and Applied Nutrition (CFSAN),"… product Ultimate Cesium Concentrate, which is labeled as a dietary supplement. Your product labeling declares “cesium chloride” as a dietary ingredient in Ultimate Cesium Concentrate. The term …"
10/13/2020,10/09/2020,"Essense Of Life, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/essense-life-llc-609001-10092020,Center for Food Safety and Applied Nutrition (CFSAN),"… Cesium Chloride Mineral Water, which is labeled as a dietary supplement. Your product labeling declares cesium chloride as a dietary ingredient in Cesium Chloride Mineral Water. The term …"
10/06/2020,08/28/2020,"Dr. Sam Robbins, Inc. dba HFL Solutions, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dr-sam-robbins-inc-dba-hfl-solutions-llc-608729-08282020,Division of Human and Animal Food Operations West V,"… Store. Although you label and promote CholesLo as a dietary supplement, laboratory analyses of two samples collected by … enhanced or added lovastatin, it cannot be marketed as a dietary supplement. Section 201(ff)(3)(B)(i) of the Act [21 …"
